"","feature","g1_tag","g0_tag","g1_avg","g0_avg","g1_pct","g0_pct","log2FC","Pval","FDR","Zscore"
"258","TIMP4_TF","Severe","NonSevere",0.0345078228348257,0.0370875961907008,0.997172963248522,0.999616711383672,-0.00257977335587514,1.71704058476095e-09,1.9949019242036e-09,-6.02253703994117
"138","ING1_TF","Severe","NonSevere",0.0390788888919816,0.0419220735248381,0.997429966589566,0.999616711383672,-0.00284318463285656,1.87120980083724e-09,2.16503613320011e-09,-6.00860970497947
"149","KIR2DL3_TF","Severe","NonSevere",0.0359969237038876,0.0389143040838784,0.997943973271653,1,-0.00291738037999077,6.09407223439031e-10,7.13949885200539e-10,-6.18797828060401
"267","TNFSF14_TF","Severe","NonSevere",0.0376729852443037,0.0406183332148534,0.998200976612696,1,-0.00294534797054975,3.59899765954968e-11,4.26999722319454e-11,-6.61971183092015
"175","MERTK_TF","Severe","NonSevere",0.038135979638703,0.0417305481027213,0.997172963248522,0.999616711383672,-0.0035945684640183,0.00125508528848129,0.00132612785198023,-3.22605661246564
"95","FCER2_TF","Severe","NonSevere",0.0371117037636243,0.0408591595970799,0.995630943202262,1,-0.00374745583345556,2.19577918466004e-16,2.73252520757693e-16,-8.21087744389318
"162","LRIG1_TF","Severe","NonSevere",0.0404944512398962,0.0444469145266386,0.995887946543305,1,-0.00395246328674236,1.17363000377399e-15,1.44130000463472e-15,-8.00718591407351
"188","NFATC1_TF","Severe","NonSevere",0.0357709363597523,0.0397442685359024,0.996144949884349,1,-0.00397333217615015,4.1385822303087e-20,5.21983344363259e-20,-9.18439210197825
"26","CCL2_TF","Severe","NonSevere",0.0371181959868402,0.0417309376236729,0.995887946543305,0.999616711383672,-0.00461274163683267,2.17766905149068e-24,2.83603411356926e-24,-10.1908875437763
"223","SCLY_TF","Severe","NonSevere",0.0327450757815875,0.0373625990720663,0.994602929838088,1,-0.00461752329047885,7.91421805663719e-28,1.04527408295208e-27,-10.9341522774218
"114","GPC1_TF","Severe","NonSevere",0.0399596928766808,0.0446513410644727,0.99100488306348,1,-0.00469164818779191,2.84857461300374e-23,3.62545859836839e-23,-9.93786832628245
"96","FCGR2B_TF","Severe","NonSevere",0.0360023714399196,0.0407183726463144,0.994859933179131,1,-0.00471600120639476,1.78938916943509e-23,2.28780350430057e-23,-9.98408803114703
"104","FLT1_TF","Severe","NonSevere",0.0352094577229504,0.0403855501660183,0.99254690310974,1,-0.00517609244306791,6.02009516356645e-34,8.34468636533964e-34,-12.1460550859432
"20","AZU1_TF","Severe","NonSevere",0.04284264454562,0.04804544338741,0.996144949884349,1,-0.00520279884179008,9.60481994534749e-05,0.000103436522488358,-3.9003639243985
"1","ACP6_TF","Severe","NonSevere",0.0357818742552744,0.041129242886265,0.998714983294783,1,-0.00534736863099063,2.40621736287512e-33,3.30265128237761e-33,-12.0322135401498
"120","HS6ST1_TF","Severe","NonSevere",0.0329364349418438,0.0383539835458647,0.997172963248522,1,-0.00541754860402096,1.9443779061765e-35,2.70858613795732e-35,-12.4236680812152
"51","CDNF_TF","Severe","NonSevere",0.0319092805450287,0.037339095099672,0.999742996658957,1,-0.00542981455464329,1.24529538795916e-29,1.66039385061222e-29,-11.3045934746875
"180","MZT1_TF","Severe","NonSevere",0.0383274322372016,0.0437729167585316,0.997943973271653,1,-0.00544548452132996,1.17081775928117e-30,1.56855967750587e-30,-11.5102916473246
"89","EPHB4_TF","Severe","NonSevere",0.0383576262681891,0.0440018686368428,0.992803906450784,1,-0.00564424236865373,7.6207910744326e-32,1.03583568001997e-31,-11.7435618287462
"208","PRTN3_TF","Severe","NonSevere",0.034288235701402,0.0400068300302308,0.992289899768697,1,-0.00571859432882879,1.87710668087271e-39,2.70922613734206e-39,-13.1425819549305
"214","PTX3_TF","Severe","NonSevere",0.0334886742737675,0.0393238890341381,0.997943973271653,0.999616711383672,-0.00583521476037058,2.50813877819632e-40,3.65770238486963e-40,-13.2939970201865
"25","CCDC80_TF","Severe","NonSevere",0.0339284847765958,0.0397743698957533,0.996915959907479,0.999616711383672,-0.00584588511915754,7.19233320328168e-41,1.05992278785204e-40,-13.3871121047819
"45","CD70_TF","Severe","NonSevere",0.03839013525062,0.04437471140178,0.998200976612696,1,-0.00598457615115999,1.70750423567083e-36,2.414652454484e-36,-12.6167371805488
"228","SF3B4_TF","Severe","NonSevere",0.0373076237378473,0.043385262077551,0.99922898997687,1,-0.00607763833970368,8.87522948963791e-40,1.28759806067286e-39,-13.199131584827
