id,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
MCTP2,1.348661354,-1.348661354,0.177562792,0.177562792,0.462346535,-0.462346535,0.062393905,0.054651904,0.007742001,-0.007742001
MCTS1,2.284360895,-2.284360895,0.022429441,0.022429441,1.002987653,-1.002987653,0.108196314,0.09123887,0.016957444,-0.016957444
MCU,2.074208818,-2.074208818,0.038143535,0.038143535,0.886323945,-0.886323945,0.013609616,0.008658643,0.004950973,-0.004950973
MCUB,2.344191182,-2.344191182,0.019146107,0.019146107,1.035856502,-1.035856502,0.217208143,0.192239185,0.024968958,-0.024968958
MCUR1,1.389901784,-1.389901784,0.16467613,0.16467613,0.487709703,-0.487709703,0.046435001,0.039613208,0.006821794,-0.006821794
MDC1,-0.553298747,0.553298747,0.580110144,0.580110144,-0.101087631,0.101087631,0.020606416,0.022596763,-0.001990348,0.001990348
MDC1-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
MDFIC,0.75598805,-0.75598805,0.449726743,0.449726743,0.06317588,-0.06317588,0.03710168,0.033688873,0.003412807,-0.003412807
MDGA1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MDH1,2.931542572,-2.931542572,0.003402268,0.003402268,1.353130948,-1.353130948,0.163322132,0.136846425,0.026475707,-0.026475707
MDH2,0.292911376,-0.292911376,0.769615139,0.769615139,0.368789992,-0.368789992,0.270096273,0.266608208,0.003488065,-0.003488065
MDK,1.688002238,-1.688002238,0.09147143,0.09147143,0.66587423,-0.66587423,0.000483069,0,0.000483069,-0.000483069
MDM1,-0.307012192,0.307012192,0.758860058,0.758860058,-0.351320195,0.351320195,0.016350384,0.017317287,-0.000966903,0.000966903
MDM2,1.896620426,-1.896620426,0.05798862,0.05798862,0.785942464,-0.785942464,0.07103322,0.059295432,0.011737788,-0.011737788
MDM4,0.219100845,-0.219100845,0.826589613,0.826589613,0.470386915,-0.470386915,0.11892577,0.117095672,0.001830098,-0.001830098
MDN1,0.74802348,-0.74802348,0.454515396,0.454515396,0.057130567,-0.057130567,0.036989828,0.033611435,0.003378393,-0.003378393
MDP1,0.736580262,-0.736580262,0.461442718,0.461442718,0.048399867,-0.048399867,0.021628479,0.019140159,0.002488321,-0.002488321
MDS2,0.292221365,-0.292221365,0.77013679,0.77013679,0.369648706,-0.369648706,0.000617818,0.000455718,0.0001621,-0.0001621
ME1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
ME2,0.84242278,-0.84242278,0.399632573,0.399632573,0.127149128,-0.127149128,0.090404001,0.084403099,0.006000902,-0.006000902
ME3,NA,NA,NA,NA,NA,NA,0,0,0,0
MEA1,1.660701039,-1.660701039,0.096895407,0.096895407,0.649723146,-0.649723146,0.145094959,0.130740375,0.014354584,-0.014354584
MEAF6,0.030985277,-0.030985277,0.975283803,0.975283803,0.982421578,-0.982421578,0.153896783,0.153612626,0.000284157,-0.000284157
MECP2,2.958748456,-2.958748456,0.00311555,0.00311555,1.367682875,-1.367682875,0.115620476,0.093362585,0.022257891,-0.022257891
MECR,1.74490449,-1.74490449,0.081105736,0.081105736,0.698836191,-0.698836191,0.013340119,0.009114361,0.004225757,-0.004225757
MED1,1.036534033,-1.036534033,0.300051769,0.300051769,0.262125813,-0.262125813,0.050477461,0.045039393,0.005438069,-0.005438069
MED10,3.496104825,-3.496104825,0.00048002,0.00048002,1.650991322,-1.650991322,0.227613681,0.190991159,0.036622522,-0.036622522
MED11,2.536744138,-2.536744138,0.011240538,0.011240538,1.141070008,-1.141070008,0.030038823,0.020773891,0.009264932,-0.009264932
MED12,1.332568321,-1.332568321,0.182784347,0.182784347,0.452402507,-0.452402507,0.023682738,0.019140159,0.004542579,-0.004542579
MED12L,NA,NA,NA,NA,NA,NA,0,0,0,0
MED13,1.773323531,-1.773323531,0.076286637,0.076286637,0.715250507,-0.715250507,0.05372178,0.044548668,0.009173112,-0.009173112
MED13L,0.960905188,-0.960905188,0.336693359,0.336693359,0.210752255,-0.210752255,0.083221795,0.076492849,0.006728947,-0.006728947
MED14,3.089432866,-3.089432866,0.002023047,0.002023047,1.437272781,-1.437272781,0.025973466,0.015950132,0.010023333,-0.010023333
MED14OS,1.559527142,-1.559527142,0.118975367,0.118975367,0.590062209,-0.590062209,0.008433241,0.005468617,0.002964624,-0.002964624
MED15,3.075083126,-3.075083126,0.002125392,0.002125392,1.429462849,-1.429462849,0.094932164,0.073990112,0.020942052,-0.020942052
MED16,1.505172124,-1.505172124,0.132399085,0.132399085,0.557560971,-0.557560971,0.053172435,0.045382667,0.007789768,-0.007789768
MED17,0.363440441,-0.363440441,0.716306302,0.716306302,0.285951718,-0.285951718,0.04267217,0.040902924,0.001769246,-0.001769246
MED18,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MED19,3.814321832,-3.814321832,0.000139254,0.000139254,1.817255805,-1.817255805,0.050802885,0.033267419,0.017535466,-0.017535466
MED20,0.612193844,-0.612193844,0.540461649,0.540461649,0.050798411,-0.050798411,0.00808492,0.006835771,0.001249149,-0.001249149
MED21,2.196485428,-2.196485428,0.028136618,0.028136618,0.954456811,-0.954456811,0.029982897,0.021874467,0.00810843,-0.00810843
MED22,-0.881308306,0.881308306,0.378241986,0.378241986,-0.155050618,0.155050618,0.013744365,0.01640585,-0.002661486,0.002661486
MED23,2.433800326,-2.433800326,0.015003151,0.015003151,1.085003588,-1.085003588,0.033486363,0.023852215,0.009634147,-0.009634147
MED24,3.10478571,-3.10478571,0.001921648,0.001921648,1.445372616,-1.445372616,0.032385476,0.020963031,0.011422445,-0.011422445
MED25,0.094875813,-0.094875813,0.924421207,0.924421207,0.717727319,-0.717727319,0.048051985,0.047549555,0.000502431,-0.000502431
MED26,1.308380171,-1.308380171,0.190848594,0.190848594,0.437386723,-0.437386723,0.009567156,0.006835771,0.002731385,-0.002731385
MED27,1.853352429,-1.853352429,0.063940114,0.063940114,0.761257225,-0.761257225,0.041334814,0.033078279,0.008256536,-0.008256536
MED28,1.0198713,-1.0198713,0.307886631,0.307886631,0.250924842,-0.250924842,0.098651836,0.091161432,0.007490404,-0.007490404
MED29,3.853949829,-3.853949829,0.000118696,0.000118696,1.83774566,-1.83774566,0.061359075,0.041736922,0.019622153,-0.019622153
MED30,4.057923643,-4.057923643,5.09E-05,5.09E-05,1.943136931,-1.943136931,0.101656832,0.07368927,0.027967562,-0.027967562
MED31,0.290897669,-0.290897669,0.771153338,0.771153338,0.371325235,-0.371325235,0.036204233,0.034901151,0.001303082,-0.001303082
MED4,3.504199603,-3.504199603,0.000465488,0.000465488,1.655297906,-1.655297906,0.107822462,0.082417184,0.025405278,-0.025405278
MED6,1.978811129,-1.978811129,0.04793493,0.04793493,0.832607524,-0.832607524,0.027915873,0.020773891,0.007141982,-0.007141982
MED7,1.953636558,-1.953636558,0.050843456,0.050843456,0.818364965,-0.818364965,0.028882011,0.021685327,0.007196683,-0.007196683
MED8,4.582207128,-4.582207128,4.79E-06,4.79E-06,2.213237414,-2.213237414,0.068480492,0.04390381,0.024576682,-0.024576682
MED9,-0.337344984,0.337344984,0.735885903,0.735885903,-0.315356503,0.315356503,0.02449123,0.02578679,-0.00129556,0.00129556
MEF2A,1.43925274,-1.43925274,0.150201343,0.150201343,0.517785116,-0.517785116,0.08153612,0.071866397,0.009669722,-0.009669722
MEF2B,NA,NA,NA,NA,NA,NA,0,0,0,0
MEF2C,2.109763285,-2.109763285,0.034976608,0.034976608,0.906106746,-0.906106746,0.20126084,0.177681001,0.023579839,-0.023579839
MEF2C-AS1,-0.377003405,0.377003405,0.706209548,0.706209548,-0.271172469,0.271172469,0.000269497,0.000455718,-0.000186221,0.000186221
MEF2D,5.382113086,-5.382113086,7.89E-08,7.89E-08,2.621650997,-2.621650997,0.057024221,0.031977703,0.025046518,-0.025046518
MEFV,5.3563275,-5.3563275,9.05E-08,9.05E-08,2.608925684,-2.608925684,0.044696034,0.023052481,0.021643553,-0.021643553
MEG3,2.717364141,-2.717364141,0.006602454,0.006602454,1.239097326,-1.239097326,0.001370384,0,0.001370384,-0.001370384
MEG8,NA,NA,NA,NA,NA,NA,0,0,0,0
MEGF6,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MEGF8,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MEGF9,3.007123916,-3.007123916,0.002661266,0.002661266,1.393418255,-1.393418255,0.104677635,0.082846805,0.02183083,-0.02183083
MEI1,1.920676138,-1.920676138,0.054878621,0.054878621,0.799642608,-0.799642608,0.044962897,0.035890025,0.009072872,-0.009072872
MEIG1,NA,NA,NA,NA,NA,NA,0,0,0,0
MEIKIN,NA,NA,NA,NA,NA,NA,0,0,0,0
MEIOC,NA,NA,NA,NA,NA,NA,0,0,0,0
MEIS1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
MELK,NA,NA,NA,NA,NA,NA,0,0,0,0
MELTF,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
MEMO1,1.775395458,-1.775395458,0.075943439,0.075943439,0.716449193,-0.716449193,0.033867712,0.026698226,0.007169486,-0.007169486
MEN1,-0.419823181,0.419823181,0.674652068,0.674652068,-0.226397847,0.226397847,0.014687605,0.015950132,-0.001262527,0.001262527
MEOX1,-0.377003405,0.377003405,0.706209548,0.706209548,-0.271172469,0.271172469,0.000269497,0.000455718,-0.000186221,0.000186221
MEPCE,3.915103218,-3.915103218,9.23E-05,9.23E-05,1.869625023,-1.869625023,0.041505226,0.025520212,0.015985014,-0.015985014
MERTK,0.734272411,-0.734272411,0.462847338,0.462847338,0.046631468,-0.046631468,0.016586853,0.014393838,0.002193015,-0.002193015
MESD,3.66556182,-3.66556182,0.000251568,0.000251568,1.739540664,-1.739540664,0.109370974,0.082803631,0.026567343,-0.026567343
MESP1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
MEST,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
METAP1,1.486188357,-1.486188357,0.13734704,0.13734704,0.54615817,-0.54615817,0.04099926,0.034256293,0.006742967,-0.006742967
METAP1D,-0.592524388,0.592524388,0.553555889,0.553555889,-0.067325244,0.067325244,0.013744365,0.015494414,-0.00175005,0.00175005
METAP2,4.093504361,-4.093504361,4.38E-05,4.38E-05,1.961405541,-1.961405541,0.159220673,0.123337926,0.035882747,-0.035882747
METRN,NA,NA,NA,NA,NA,NA,0,0,0,0
METRNL,7.234467476,-7.234467476,5.82E-13,5.82E-13,3.554764126,-3.554764126,0.107537751,0.060619412,0.046918339,-0.046918339
METTL1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
METTL13,2.527602112,-2.527602112,0.011533863,0.011533863,1.136155555,-1.136155555,0.019505529,0.012304388,0.007201141,-0.007201141
METTL14,2.183693025,-2.183693025,0.029066645,0.029066645,0.947345726,-0.947345726,0.038899207,0.029621674,0.009277532,-0.009277532
METTL15,0.136297391,-0.136297391,0.891597091,0.891597091,0.617533166,-0.617533166,0.017563122,0.017128146,0.000434976,-0.000434976
METTL16,0.053781196,-0.053781196,0.957113796,0.957113796,0.859066366,-0.859066366,0.027636244,0.027420522,0.000215722,-0.000215722
METTL17,1.00183552,-1.00183552,0.316519456,0.316519456,0.23872697,-0.23872697,0.063143837,0.05727451,0.005869327,-0.005869327
METTL18,1.907503607,-1.907503607,0.05655403,0.05655403,0.792188265,-0.792188265,0.019830952,0.01412726,0.005703692,-0.005703692
METTL21A,1.689361214,-1.689361214,0.091266039,0.091266039,0.666499582,-0.666499582,0.046783321,0.038624334,0.008158988,-0.008158988
METTL22,1.532651157,-1.532651157,0.125479472,0.125479472,0.574011652,-0.574011652,0.040394208,0.033422295,0.006971913,-0.006971913
METTL23,2.948486308,-2.948486308,0.003220847,0.003220847,1.362203849,-1.362203849,0.098041515,0.077635857,0.020405659,-0.020405659
METTL24,NA,NA,NA,NA,NA,NA,0,0,0,0
METTL25,1.94707637,-1.94707637,0.051619103,0.051619103,0.814676753,-0.814676753,0.017237699,0.01184867,0.005389029,-0.005389029
METTL26,1.254680601,-1.254680601,0.209713171,0.209713171,0.403708442,-0.403708442,0.206569365,0.193451464,0.013117902,-0.013117902
METTL27,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
METTL2A,0.034583762,-0.034583762,0.972414417,0.972414417,0.9587629,-0.9587629,0.012396878,0.012304388,9.25E-05,-9.25E-05
METTL2B,2.164445269,-2.164445269,0.030507228,0.030507228,0.936695338,-0.936695338,0.014418108,0.009114361,0.005303747,-0.005303747
METTL3,-1.456233844,1.456233844,0.145462824,0.145462824,-0.528046587,0.528046587,0.028747262,0.035090291,-0.006343029,0.006343029
METTL4,1.49019151,-1.49019151,0.13628537,0.13628537,0.548580818,-0.548580818,0.018023294,0.013671542,0.004351752,-0.004351752
METTL5,1.512050164,-1.512050164,0.130647074,0.130647074,0.561668791,-0.561668791,0.101722889,0.09055158,0.011171309,-0.011171309
METTL6,-1.203059022,1.203059022,0.229078598,0.229078598,-0.37094235,0.37094235,0.013609616,0.017317287,-0.00370767,0.00370767
METTL7A,4.562587866,-4.562587866,5.26E-06,5.26E-06,2.203083961,-2.203083961,0.079108009,0.052149909,0.0269581,-0.0269581
METTL7B,-2.090289125,2.090289125,0.03671053,0.03671053,-0.895102193,0.895102193,0.02533297,0.035237742,-0.009904771,0.009904771
METTL8,-1.382523208,1.382523208,0.166946666,0.166946666,-0.483150754,0.483150754,0.019752129,0.024875354,-0.005123224,0.005123224
METTL9,1.267530859,-1.267530859,0.205083783,0.205083783,0.411799394,-0.411799394,0.231056655,0.217037843,0.014018812,-0.014018812
MEX3B,NA,NA,NA,NA,NA,NA,0,0,0,0
MEX3C,3.055292311,-3.055292311,0.002267476,0.002267476,1.41916762,-1.41916762,0.023952235,0.014393838,0.009558397,-0.009558397
MEX3D,NA,NA,NA,NA,NA,NA,0,0,0,0
MFAP1,3.924465975,-3.924465975,8.87E-05,8.87E-05,1.874628409,-1.874628409,0.027580318,0.014849556,0.012730762,-0.012730762
MFAP3,NA,NA,NA,NA,NA,NA,0,0,0,0
MFAP3L,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
MFAP4,NA,NA,NA,NA,NA,NA,0,0,0,0
MFAP5,NA,NA,NA,NA,NA,NA,0,0,0,0
MFF,0.793861397,-0.793861397,0.427352409,0.427352409,0.091559392,-0.091559392,0.157189531,0.149777741,0.007411789,-0.007411789
MFGE8,-0.753576261,0.753576261,0.451179076,0.451179076,-0.061341484,0.061341484,0.015193572,0.017583865,-0.002390293,0.002390293
MFHAS1,0.513992643,-0.513992643,0.607300482,0.607300482,0.136145005,-0.136145005,0.023245463,0.021418749,0.001826714,-0.001826714
MFN1,0.462937647,-0.462937647,0.643448754,0.643448754,0.183846277,-0.183846277,0.029286257,0.027420522,0.001865735,-0.001865735
MFN2,1.720080137,-1.720080137,0.085533217,0.085533217,0.684392592,-0.684392592,0.030926138,0.024118793,0.006807345,-0.006807345
MFNG,3.959153961,-3.959153961,7.72E-05,7.72E-05,1.891982852,-1.891982852,0.122009151,0.091849464,0.030159687,-0.030159687
MFSD1,3.060587831,-3.060587831,0.002230749,0.002230749,1.421771496,-1.421771496,0.126411379,0.101867094,0.024544285,-0.024544285
MFSD10,4.736026124,-4.736026124,2.29E-06,2.29E-06,2.291533833,-2.291533833,0.172274324,0.129983815,0.042290509,-0.042290509
MFSD11,1.646842321,-1.646842321,0.09971109,0.09971109,0.641599765,-0.641599765,0.056416535,0.047549555,0.00886698,-0.00886698
MFSD12,4.089096949,-4.089096949,4.43E-05,4.43E-05,1.959822545,-1.959822545,0.032004127,0.017773005,0.014231123,-0.014231123
MFSD13A,0.309356451,-0.309356451,0.757075614,0.757075614,0.348463267,-0.348463267,0.012666375,0.01184867,0.000817706,-0.000817706
MFSD14A,2.214706772,-2.214706772,0.026860777,0.026860777,0.964537496,-0.964537496,0.043536588,0.033533997,0.010002591,-0.010002591
MFSD14B,-0.213589288,0.213589288,0.830885012,0.830885012,-0.478834219,0.478834219,0.028556588,0.029432534,-0.000875947,0.000875947
MFSD14C,2.412493893,-2.412493893,0.01590724,0.01590724,1.073366904,-1.073366904,0.036911005,0.026964804,0.009946201,-0.009946201
MFSD2A,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
MFSD2B,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MFSD3,0.452151218,-0.452151218,0.651198059,0.651198059,0.1942785,-0.1942785,0.014957103,0.013671542,0.001285561,-0.001285561
MFSD4A,NA,NA,NA,NA,NA,NA,0,0,0,0
MFSD4B,-0.207699168,0.207699168,0.83548121,0.83548121,-0.488027127,0.488027127,0.009971402,0.010481516,-0.000510114,0.000510114
MFSD5,3.307397518,-3.307397518,0.000953378,0.000953378,1.552191998,-1.552191998,0.064603175,0.046938961,0.017664214,-0.017664214
MFSD6,2.736091139,-2.736091139,0.006253058,0.006253058,1.248766011,-1.248766011,0.023626812,0.015038696,0.008588116,-0.008588116
MFSD8,0.324198979,-0.324198979,0.745813873,0.745813873,0.330687189,-0.330687189,0.022381046,0.021229609,0.001151437,-0.001151437
MFSD9,NA,NA,NA,NA,NA,NA,0,0,0,0
MGA,2.855365209,-2.855365209,0.004329288,0.004329288,1.312624246,-1.312624246,0.040066151,0.02806538,0.012000771,-0.012000771
MGAM,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
MGAT1,8.258741282,-8.258741282,2.18E-16,2.18E-16,4.063986393,-4.063986393,0.196113138,0.122314046,0.073799092,-0.073799092
MGAT2,3.343972458,-3.343972458,0.000836155,0.000836155,1.571495508,-1.571495508,0.04780297,0.032622561,0.015180409,-0.015180409
MGAT3,NA,NA,NA,NA,NA,NA,0,0,0,0
MGAT4A,0.863707838,-0.863707838,0.387830641,0.387830641,0.142488814,-0.142488814,0.169137904,0.160604757,0.008533147,-0.008533147
MGAT4B,3.098643588,-3.098643588,0.001961209,0.001961209,1.442167265,-1.442167265,0.02483955,0.015038696,0.009800854,-0.009800854
MGAT5,1.780270386,-1.780270386,0.075141654,0.075141654,0.719265748,-0.719265748,0.033745729,0.026509086,0.007236643,-0.007236643
MGLL,5.512883279,-5.512883279,3.71E-08,3.71E-08,2.690285999,-2.690285999,0.015946138,0.004557181,0.011388957,-0.011388957
MGME1,3.621681673,-3.621681673,0.000297227,0.000297227,1.717066014,-1.717066014,0.03016344,0.017583865,0.012579576,-0.012579576
MGMT,1.298919359,-1.298919359,0.194089104,0.194089104,0.431462951,-0.431462951,0.106139201,0.096475173,0.009664028,-0.009664028
MGP,NA,NA,NA,NA,NA,NA,0,0,0,0
MGRN1,3.607150157,-3.607150157,0.000314944,0.000314944,1.709203595,-1.709203595,0.073044319,0.051849067,0.021195252,-0.021195252
MGST1,-0.880793094,0.880793094,0.378519385,0.378519385,-0.154685866,0.154685866,0.09339971,0.100517016,-0.007117306,0.007117306
MGST2,1.00820468,-1.00820468,0.313450589,0.313450589,0.243046537,-0.243046537,0.055206431,0.049716443,0.005489988,-0.005489988
MGST3,2.254557625,-2.254557625,0.024246607,0.024246607,0.986510308,-0.986510308,0.239104957,0.21456035,0.024544607,-0.024544607
MHENCR,-1.303315248,1.303315248,0.192593653,0.192593653,-0.434189117,0.434189117,0.049803937,0.057197072,-0.007393135,0.007393135
MIA2,4.065770705,-4.065770705,4.91E-05,4.91E-05,1.947405055,-1.947405055,0.065604976,0.044015512,0.021589463,-0.021589463
MIA3,1.997352672,-1.997352672,0.045890991,0.045890991,0.843035872,-0.843035872,0.082703063,0.069432931,0.013270132,-0.013270132
MIAT,-0.500162013,0.500162013,0.617006502,0.617006502,-0.14881407,0.14881407,0.026357449,0.028409396,-0.002051947,0.002051947
MIATNB,-0.198020221,0.198020221,0.843045663,0.843045663,-0.503527158,0.503527158,0.018292791,0.018951019,-0.000658228,0.000658228
MIB1,-0.263577539,0.263577539,0.792127641,0.792127641,-0.40691293,0.40691293,0.018269894,0.019140159,-0.000870265,0.000870265
MIB2,1.378375955,-1.378375955,0.168206738,0.168206738,0.480637936,-0.480637936,0.066484794,0.058151682,0.008333112,-0.008333112
MICA,0.288332429,-0.288332429,0.773115765,0.773115765,0.374573615,-0.374573615,0.014957103,0.01412726,0.000829843,-0.000829843
MICAL1,2.559046859,-2.559046859,0.0105507,0.0105507,1.153082635,-1.153082635,0.071671301,0.056217107,0.015454193,-0.015454193
MICAL2,2.719058144,-2.719058144,0.006585389,0.006585389,1.239558923,-1.239558923,0.031622778,0.021418749,0.010204029,-0.010204029
MICAL3,1.633035271,-1.633035271,0.102570343,0.102570343,0.633520421,-0.633520421,0.014148611,0.010025797,0.004122813,-0.004122813
MICALL1,1.423234113,-1.423234113,0.154776998,0.154776998,0.508079165,-0.508079165,0.011992632,0.008658643,0.003333989,-0.003333989
MICALL2,NA,NA,NA,NA,NA,NA,0,0,0,0
MICB,2.282479224,-2.282479224,0.022534641,0.022534641,1.00200363,-1.00200363,0.031060887,0.022407623,0.008653263,-0.008653263
MICU1,1.262796372,-1.262796372,0.206775745,0.206775745,0.408829882,-0.408829882,0.075144372,0.067076903,0.008067469,-0.008067469
MICU2,3.005430256,-3.005430256,0.002676608,0.002676608,1.392486573,-1.392486573,0.087304781,0.067610059,0.019694722,-0.019694722
MICU3,NA,NA,NA,NA,NA,NA,0,0,0,0
MID1IP1,1.981267235,-1.981267235,0.04766286,0.04766286,0.833974831,-0.833974831,0.051769022,0.041736922,0.0100321,-0.0100321
MID1IP1-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
MID2,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
MIDN,7.156500859,-7.156500859,1.04E-12,1.04E-12,3.514811182,-3.514811182,0.178064093,0.115478275,0.062585818,-0.062585818
MIEF1,2.394272583,-2.394272583,0.016716679,0.016716679,1.063420129,-1.063420129,0.028398942,0.019862455,0.008536487,-0.008536487
MIEF2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
MIEN1,2.864909201,-2.864909201,0.0042049,0.0042049,1.317579249,-1.317579249,0.203726877,0.175410397,0.02831648,-0.02831648
MIER1,1.497911603,-1.497911603,0.134283234,0.134283234,0.553184928,-0.553184928,0.133783568,0.120869454,0.012914114,-0.012914114
MIER2,2.361025722,-2.361025722,0.01828953,0.01828953,1.04521573,-1.04521573,0.023334418,0.015760992,0.007573426,-0.007573426
