id,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
CXCR6,-0.174242214,0.174242214,0.861689971,0.861689971,-0.543971743,0.543971743,0.001212738,0.001367154,-0.000154416,0.000154416
CXorf21,3.122131059,-3.122131059,0.001811856,0.001811856,1.454593025,-1.454593025,0.025490397,0.015494414,0.009995982,-0.009995982
CXorf38,4.334562835,-4.334562835,1.51E-05,1.51E-05,2.08609002,-2.08609002,0.064232177,0.04181436,0.022417817,-0.022417817
CXorf40A,0.523857731,-0.523857731,0.600421821,0.600421821,0.127219543,-0.127219543,0.017563122,0.015950132,0.00161299,-0.00161299
CXorf40B,1.716900564,-1.716900564,0.086109069,0.086109069,0.682555544,-0.682555544,0.033295688,0.026431648,0.00686404,-0.00686404
CXorf56,1.803522136,-1.803522136,0.071412021,0.071412021,0.732677584,-0.732677584,0.021638611,0.015950132,0.005688478,-0.005688478
CXorf57,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
CXorf65,NA,NA,NA,NA,NA,NA,0,0,0,0
CXXC1,2.77389687,-2.77389687,0.005575538,0.005575538,1.268964249,-1.268964249,0.054585979,0.040825486,0.013760493,-0.013760493
CXXC4,NA,NA,NA,NA,NA,NA,0,0,0,0
CXXC5,2.195535867,-2.195535867,0.028208331,0.028208331,0.953901581,-0.953901581,0.066022646,0.052915379,0.013107267,-0.013107267
CXXC5-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
CYB561,3.833010202,-3.833010202,0.000128887,0.000128887,1.82720457,-1.82720457,0.026794723,0.014582978,0.012211745,-0.012211745
CYB561A3,1.199131266,-1.199131266,0.230585485,0.230585485,0.368460026,-0.368460026,0.08776031,0.079235324,0.008524985,-0.008524985
CYB561D1,1.530566858,-1.530566858,0.125986385,0.125986385,0.572785418,-0.572785418,0.013340119,0.009570079,0.003770039,-0.003770039
CYB561D2,4.842105617,-4.842105617,1.35E-06,1.35E-06,2.345938042,-2.345938042,0.088919131,0.05879654,0.030122591,-0.030122591
CYB561D2-1,-0.393576436,0.393576436,0.693928618,0.693928618,-0.253508591,0.253508591,0.016327487,0.017583865,-0.001256378,0.001256378
CYB5A,-1.560017536,1.560017536,0.118889997,0.118889997,-0.590276942,0.590276942,0.066494925,0.07672442,-0.010229495,0.010229495
CYB5B,1.762719835,-1.762719835,0.078062222,0.078062222,0.709113597,-0.709113597,0.059561548,0.050017285,0.009544263,-0.009544263
CYB5D1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
CYB5D2,1.167728545,-1.167728545,0.24301447,0.24301447,0.348319343,-0.348319343,0.018961924,0.015305274,0.00365665,-0.00365665
CYB5R1,1.256497763,-1.256497763,0.20904748,0.20904748,0.404865359,-0.404865359,0.047007024,0.040825486,0.006181539,-0.006181539
CYB5R2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
CYB5R3,4.774195049,-4.774195049,1.90E-06,1.90E-06,2.311199564,-2.311199564,0.12575724,0.089674408,0.036082832,-0.036082832
CYB5R4,0.689271495,-0.689271495,0.490715853,0.490715853,0.011637004,-0.011637004,0.08493545,0.080181025,0.004754425,-0.004754425
CYB5RL,NA,NA,NA,NA,NA,NA,0,0,0,0
CYBA,2.451680887,-2.451680887,0.014285478,0.014285478,1.094678134,-1.094678134,1.465871672,1.424391466,0.041480205,-0.041480205
CYBB,1.290167277,-1.290167277,0.197111802,0.197111802,0.425991431,-0.425991431,0.319586662,0.301791786,0.017794876,-0.017794876
CYBC1,3.91939872,-3.91939872,9.10E-05,9.10E-05,1.871423647,-1.871423647,0.149943497,0.116948964,0.032994533,-0.032994533
CYBRD1,-0.059234823,0.059234823,0.952769838,0.952769838,-0.836162316,0.836162316,0.013957936,0.01412726,-0.000169324,0.000169324
CYC1,1.296290655,-1.296290655,0.19499571,0.19499571,0.429816461,-0.429816461,0.16784214,0.155582207,0.012259934,-0.012259934
CYCS,3.707150801,-3.707150801,0.000214104,0.000214104,1.761030039,-1.761030039,0.250015867,0.208723216,0.041292651,-0.041292651
CYFIP1,3.12858587,-3.12858587,0.001773812,0.001773812,1.457906784,-1.457906784,0.045402806,0.031332844,0.014069962,-0.014069962
CYFIP2,1.246680197,-1.246680197,0.212633904,0.212633904,0.398657762,-0.398657762,0.174829686,0.162273495,0.012556191,-0.012556191
CYGB,NA,NA,NA,NA,NA,NA,0,0,0,0
CYHR1,3.136575309,-3.136575309,0.001726563,0.001726563,1.462113632,-1.462113632,0.05583438,0.040180628,0.015653752,-0.015653752
CYLD,1.011086133,-1.011086133,0.312073236,0.312073236,0.244991116,-0.244991116,0.138118861,0.129208733,0.008910128,-0.008910128
CYP19A1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
CYP1B1,2.10208689,-2.10208689,0.03563978,0.03563978,0.901846144,-0.901846144,0.069090605,0.055796396,0.01329421,-0.01329421
CYP1B1-AS1,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
CYP20A1,1.07452541,-1.07452541,0.282687221,0.282687221,0.287438533,-0.287438533,0.047210465,0.041771928,0.005438536,-0.005438536
CYP27A1,5.215481315,-5.215481315,1.93E-07,1.93E-07,2.537668735,-2.537668735,0.032947587,0.015038696,0.017908891,-0.017908891
CYP2D6,NA,NA,NA,NA,NA,NA,0,0,0,0
CYP2E1,NA,NA,NA,NA,NA,NA,0,0,0,0
CYP2J2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
CYP2R1,2.49614075,-2.49614075,0.012611053,0.012611053,1.118991948,-1.118991948,0.031757527,0.022218483,0.009539044,-0.009539044
CYP2S1,2.000583572,-2.000583572,0.045489759,0.045489759,0.845126619,-0.845126619,0.000538995,0,0.000538995,-0.000538995
CYP2U1,-0.646981505,0.646981505,0.51770664,0.51770664,-0.022199273,0.022199273,0.014013862,0.015950132,-0.00193627,0.00193627
CYP3A5,NA,NA,NA,NA,NA,NA,0,0,0,0
CYP46A1,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
CYP4F12,NA,NA,NA,NA,NA,NA,0,0,0,0
CYP4F22,-0.74017899,0.74017899,0.459281186,0.459281186,-0.051122398,0.051122398,0.000404246,0.000911436,-0.00050719,0.00050719
CYP4F3,NA,NA,NA,NA,NA,NA,0,0,0,0
CYP4V2,1.952290504,-1.952290504,0.051004358,0.051004358,0.817596211,-0.817596211,0.038225463,0.029888252,0.008337211,-0.008337211
CYP51A1,5.611625576,-5.611625576,2.15E-08,2.15E-08,2.739099005,-2.739099005,0.033880477,0.015038696,0.018841781,-0.018841781
CYP51A1-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
CYREN,1.896323753,-1.896323753,0.058020782,0.058020782,0.785803842,-0.785803842,0.031790556,0.024419636,0.00737092,-0.00737092
CYSLTR1,3.827401553,-3.827401553,0.000132104,0.000132104,1.824039511,-1.824039511,0.045323983,0.028598536,0.016725447,-0.016725447
CYSLTR2,NA,NA,NA,NA,NA,NA,0,0,0,0
CYSRT1,NA,NA,NA,NA,NA,NA,0,0,0,0
CYSTM1,3.779183577,-3.779183577,0.000160501,0.000160501,1.79886726,-1.79886726,0.070753591,0.049338163,0.021415429,-0.021415429
CYTH1,3.669760428,-3.669760428,0.000247707,0.000247707,1.74161167,-1.74161167,0.223197852,0.184095177,0.039102675,-0.039102675
CYTH2,2.527629777,-2.527629777,0.011536799,0.011536799,1.136106913,-1.136106913,0.038258492,0.027798802,0.01045969,-0.01045969
CYTH3,2.052905591,-2.052905591,0.040162681,0.040162681,0.874400681,-0.874400681,0.009432407,0.005468617,0.00396379,-0.00396379
CYTH4,3.152390094,-3.152390094,0.001637218,0.001637218,1.470363185,-1.470363185,0.124651271,0.099639845,0.025011427,-0.025011427
CYTIP,3.467983096,-3.467983096,0.00053326,0.00053326,1.636182108,-1.636182108,0.288904514,0.246080214,0.042824299,-0.042824299
CYTL1,0.292221365,-0.292221365,0.77013679,0.77013679,0.369648706,-0.369648706,0.000617818,0.000455718,0.0001621,-0.0001621
CYTOR,-1.086491728,1.086491728,0.277372939,0.277372939,-0.295331773,0.295331773,0.127063774,0.136916437,-0.009852663,0.009852663
CYYR1,NA,NA,NA,NA,NA,NA,0,0,0,0
D2HGDH,0.996470303,-0.996470303,0.319111746,0.319111746,0.235092051,-0.235092051,0.023008995,0.019595877,0.003413118,-0.003413118
DAAM1,1.581741201,-1.581741201,0.113824614,0.113824614,0.603218251,-0.603218251,0.029197302,0.023129919,0.006067383,-0.006067383
DAAM2,NA,NA,NA,NA,NA,NA,0,0,0,0
DAB2,1.402787851,-1.402787851,0.160789821,0.160789821,0.49560849,-0.49560849,0.024321257,0.019406737,0.00491452,-0.00491452
DACH1,NA,NA,NA,NA,NA,NA,0,0,0,0
DACT1,-1,1,0.317469673,0.317469673,-0.237393117,0.237393117,0,0.000455718,-0.000455718,0.000455718
DACT3,NA,NA,NA,NA,NA,NA,0,0,0,0
DAD1,-0.856122591,0.856122591,0.392016948,0.392016948,-0.137033004,0.137033004,0.308195736,0.319235475,-0.011039739,0.011039739
DAG1,0.707681714,-0.707681714,0.479205033,0.479205033,0.02607444,-0.02607444,0.012262129,0.010481516,0.001780614,-0.001780614
DAGLA,1.414351072,-1.414351072,0.157319383,0.157319383,0.502768061,-0.502768061,0.000269497,0,0.000269497,-0.000269497
DAGLB,3.393254982,-3.393254982,0.000699282,0.000699282,1.597473653,-1.597473653,0.030465966,0.018495301,0.011970665,-0.011970665
DALRD3,2.951732092,-2.951732092,0.003185481,0.003185481,1.364025852,-1.364025852,0.045232395,0.031977703,0.013254692,-0.013254692
DAP,2.118187737,-2.118187737,0.034253534,0.034253534,0.910828428,-0.910828428,0.094360141,0.079424465,0.014935676,-0.014935676
DAP3,4.40186375,-4.40186375,1.11E-05,1.11E-05,2.120435736,-2.120435736,0.120328744,0.08781653,0.032512214,-0.032512214
DAPK1,4.451440136,-4.451440136,8.81E-06,8.81E-06,2.146497683,-2.146497683,0.041472197,0.02369734,0.017774858,-0.017774858
DAPK2,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
DAPK3,1.998430028,-1.998430028,0.045768175,0.045768175,0.843674275,-0.843674275,0.036552554,0.028142818,0.008409736,-0.008409736
DAPL1,NA,NA,NA,NA,NA,NA,0,0,0,0
DAPP1,2.6296247,-2.6296247,0.008596159,0.008596159,1.191284405,-1.191284405,0.068651123,0.053130616,0.015520508,-0.015520508
DARS,0.259479639,-0.259479639,0.795286875,0.795286875,0.412451864,-0.412451864,0.117608458,0.115470107,0.002138351,-0.002138351
DARS2,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
DARS-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DAXX,2.214005269,-2.214005269,0.026910111,0.026910111,0.964140345,-0.964140345,0.043043387,0.032966577,0.010076811,-0.010076811
DAZAP1,1.664119784,-1.664119784,0.09620979,0.09620979,0.651727337,-0.651727337,0.094649901,0.083027035,0.011622866,-0.011622866
DAZAP2,1.286927784,-1.286927784,0.198242123,0.198242123,0.423958456,-0.423958456,0.687756099,0.666718265,0.021037834,-0.021037834
DBF4,4.162796815,-4.162796815,3.23E-05,3.23E-05,1.997606,-1.997606,0.064728012,0.042725796,0.022002216,-0.022002216
DBF4B,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DBI,2.553266989,-2.553266989,0.010731495,0.010731495,1.149869694,-1.149869694,0.516358736,0.477664539,0.038694197,-0.038694197
DBN1,-0.099474333,0.099474333,0.920769754,0.920769754,-0.705134121,0.705134121,0.011588386,0.01184867,-0.000260284,0.000260284
DBNDD1,1.688002238,-1.688002238,0.09147143,0.09147143,0.66587423,-0.66587423,0.000483069,0,0.000483069,-0.000483069
DBNDD2,2.694308922,-2.694308922,0.007093154,0.007093154,1.226255445,-1.226255445,0.028421839,0.018951019,0.00947082,-0.00947082
DBNL,3.477095991,-3.477095991,0.000515493,0.000515493,1.64096592,-1.64096592,0.235134075,0.197511237,0.037622839,-0.037622839
DBP,2.63531955,-2.63531955,0.008445283,0.008445283,1.194540622,-1.194540622,0.01320537,0.007291489,0.005913881,-0.005913881
DBR1,0.812545524,-0.812545524,0.416550812,0.416550812,0.105362655,-0.105362655,0.012531627,0.010481516,0.002050111,-0.002050111
DBT,1.307763838,-1.307763838,0.191058096,0.191058096,0.437001892,-0.437001892,0.010106151,0.007291489,0.002814661,-0.002814661
DCAF1,2.726223905,-2.726223905,0.006442467,0.006442467,1.24346695,-1.24346695,0.02114541,0.013026684,0.008118727,-0.008118727
DCAF10,-0.159166165,0.159166165,0.873550859,0.873550859,-0.571669002,0.571669002,0.036900874,0.03763546,-0.000734586,0.000734586
DCAF11,2.872674255,-2.872674255,0.004101628,0.004101628,1.32179375,-1.32179375,0.084363427,0.065821451,0.018541976,-0.018541976
DCAF12,0.142485622,-0.142485622,0.886708039,0.886708039,0.604602727,-0.604602727,0.028264193,0.0276871,0.000577093,-0.000577093
DCAF13,1.815324914,-1.815324914,0.069586766,0.069586766,0.739437862,-0.739437862,0.048262923,0.039338462,0.00892446,-0.00892446
DCAF15,1.119035662,-1.119035662,0.26322482,0.26322482,0.31671748,-0.31671748,0.029387977,0.025064494,0.004323483,-0.004323483
DCAF16,1.137135445,-1.137135445,0.25558426,0.25558426,0.328509639,-0.328509639,0.035665239,0.030799688,0.00486555,-0.00486555
DCAF17,-0.712575319,0.712575319,0.476178084,0.476178084,-0.029874109,0.029874109,0.015946138,0.018228723,-0.002282585,0.002282585
DCAF4,1.739413265,-1.739413265,0.082066995,0.082066995,0.695650799,-0.695650799,0.013879113,0.009570079,0.004309034,-0.004309034
DCAF5,2.759449239,-2.759449239,0.005828098,0.005828098,1.261192631,-1.261192631,0.0639193,0.048727569,0.015191731,-0.015191731
DCAF6,3.033076633,-3.033076633,0.002441899,0.002441899,1.40730001,-1.40730001,0.040864511,0.02806538,0.012799131,-0.012799131
DCAF7,1.583147984,-1.583147984,0.11351208,0.11351208,0.604030032,-0.604030032,0.105915498,0.094076713,0.011838785,-0.011838785
DCAF8,1.22636094,-1.22636094,0.220174136,0.220174136,0.385802619,-0.385802619,0.060212395,0.053396452,0.006815943,-0.006815943
DCAKD,1.460201587,-1.460201587,0.144347675,0.144347675,0.530494005,-0.530494005,0.02104369,0.01640585,0.00463784,-0.00463784
DCBLD1,NA,NA,NA,NA,NA,NA,0,0,0,0
DCBLD2,NA,NA,NA,NA,NA,NA,0,0,0,0
DCDC2B,NA,NA,NA,NA,NA,NA,0,0,0,0
DCHS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DCK,-0.31083385,0.31083385,0.755953749,0.755953749,-0.346672952,0.346672952,0.081431985,0.083637629,-0.002205645,0.002205645
DCLK2,NA,NA,NA,NA,NA,NA,0,0,0,0
DCLRE1A,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DCLRE1B,1.732387684,-1.732387684,0.083264511,0.083264511,0.691721584,-0.691721584,0.000404246,0,0.000404246,-0.000404246
DCLRE1C,4.683370722,-4.683370722,2.94E-06,2.94E-06,2.265411028,-2.265411028,0.043592513,0.024608776,0.018983738,-0.018983738
DCP1A,3.550136615,-3.550136615,0.000391282,0.000391282,1.679444842,-1.679444842,0.05755045,0.03953577,0.01801468,-0.01801468
DCP1B,0.585164288,-0.585164288,0.558487966,0.558487966,0.073568385,-0.073568385,0.01630459,0.014582978,0.001721611,-0.001721611
DCP2,2.643992187,-2.643992187,0.008241521,0.008241521,1.199020268,-1.199020268,0.10672421,0.08743825,0.01928596,-0.01928596
DCPS,1.749066089,-1.749066089,0.080396053,0.080396053,0.701206244,-0.701206244,0.066347411,0.056173934,0.010173477,-0.010173477
DCTD,2.561029303,-2.561029303,0.010489241,0.010489241,1.154185764,-1.154185764,0.064211695,0.050094723,0.014116972,-0.014116972
DCTN1,1.456869645,-1.456869645,0.145273648,0.145273648,0.52846088,-0.52846088,0.079647004,0.070155227,0.009491776,-0.009491776
DCTN2,2.065092871,-2.065092871,0.039014449,0.039014449,0.881119583,-0.881119583,0.105646001,0.090361698,0.015284303,-0.015284303
DCTN3,1.777136005,-1.777136005,0.075668502,0.075668502,0.717412445,-0.717412445,0.215223675,0.196734521,0.018489154,-0.018489154
DCTN4,3.5192786,-3.5192786,0.000439578,0.000439578,1.663294897,-1.663294897,0.068020321,0.048426727,0.019593594,-0.019593594
DCTN5,1.176552827,-1.176552827,0.239481562,0.239481562,0.353985615,-0.353985615,0.037259326,0.032055141,0.005204185,-0.005204185
DCTN6,1.727194955,-1.727194955,0.084244655,0.084244655,0.688537098,-0.688537098,0.034350781,0.027343084,0.007007696,-0.007007696
DCTPP1,0.473908433,-0.473908433,0.635605294,0.635605294,0.173368167,-0.173368167,0.060192132,0.057497914,0.002694217,-0.002694217
DCUN1D1,-0.832534058,0.832534058,0.405190673,0.405190673,-0.119967049,0.119967049,0.035372844,0.039269192,-0.003896348,0.003896348
DCUN1D2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DCUN1D3,NA,NA,NA,NA,NA,NA,0,0,0,0
DCUN1D4,0.112539596,-0.112539596,0.910404558,0.910404558,0.671625235,-0.671625235,0.009836653,0.009570079,0.000266574,-0.000266574
DCUN1D5,1.25134241,-1.25134241,0.210923334,0.210923334,0.401610795,-0.401610795,0.051217262,0.044737809,0.006479453,-0.006479453
DCXR,-1.220116044,1.220116044,0.22254127,0.22254127,-0.381819384,0.381819384,0.184040805,0.196718928,-0.012678123,0.012678123
DDA1,4.210672918,-4.210672918,2.63E-05,2.63E-05,2.021981398,-2.021981398,0.114371636,0.083904207,0.030467429,-0.030467429
DDAH2,3.486231256,-3.486231256,0.000497589,0.000497589,1.645943246,-1.645943246,0.102056654,0.077172713,0.024883941,-0.024883941
DDB1,3.042133698,-3.042133698,0.002372077,0.002372077,1.411955553,-1.411955553,0.090170166,0.069622071,0.020548095,-0.020548095
DDB2,1.524742011,-1.524742011,0.127442081,0.127442081,0.569283065,-0.569283065,0.045636641,0.038357756,0.007278885,-0.007278885
DDHD1,1.358916047,-1.358916047,0.174290282,0.174290282,0.468673043,-0.468673043,0.053925001,0.046749821,0.00717518,-0.00717518
DDHD2,0.434549026,-0.434549026,0.663927175,0.663927175,0.211602534,-0.211602534,0.027107381,0.02540851,0.001698871,-0.001698871
DDI2,1.892075574,-1.892075574,0.0585815,0.0585815,0.783396681,-0.783396681,0.026209934,0.019595877,0.006614057,-0.006614057
DDIAS,NA,NA,NA,NA,NA,NA,0,0,0,0
DDIT3,3.582302563,-3.582302563,0.000346261,0.000346261,1.69626133,-1.69626133,0.073918868,0.052872205,0.021046663,-0.021046663
DDIT4,3.782911109,-3.782911109,0.00015845,0.00015845,1.800538892,-1.800538892,0.34885373,0.29559294,0.05326079,-0.05326079
DDIT4-AS1,0.689962215,-0.689962215,0.490277934,0.490277934,0.01218601,-0.01218601,0.010240899,0.008658643,0.001582256,-0.001582256
DDN,NA,NA,NA,NA,NA,NA,0,0,0,0
DDN-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DDO,NA,NA,NA,NA,NA,NA,0,0,0,0
DDOST,1.60513385,-1.60513385,0.108589972,0.108589972,0.61703081,-0.61703081,0.187521406,0.17166186,0.015859547,-0.015859547
DDR1,NA,NA,NA,NA,NA,NA,0,0,0,0
DDRGK1,4.125965636,-4.125965636,3.80E-05,3.80E-05,1.978259432,-1.978259432,0.106734122,0.077524154,0.029209967,-0.029209967
DDT,-0.105683023,0.105683023,0.915842485,0.915842485,-0.688819084,0.688819084,0.21939646,0.220544304,-0.001147845,0.001147845
DDTL,NA,NA,NA,NA,NA,NA,0,0,0,0
DDX1,0.356317852,-0.356317852,0.721632411,0.721632411,0.293848881,-0.293848881,0.047645105,0.045838385,0.00180672,-0.00180672
DDX10,1.811911684,-1.811911684,0.070107291,0.070107291,0.73749621,-0.73749621,0.028198136,0.021496187,0.006701949,-0.006701949
DDX11,-0.646760911,0.646760911,0.517849948,0.517849948,-0.022379062,0.022379062,0.016192738,0.018306161,-0.002113423,0.002113423
DDX11-AS1,NA,NA,NA,NA,NA,NA,0,0,0,0
DDX17,0.171188154,-0.171188154,0.864090105,0.864090105,0.549440711,-0.549440711,0.28520885,0.283079106,0.002129743,-0.002129743
DDX18,1.226072344,-1.226072344,0.220288204,0.220288204,0.385610112,-0.385610112,0.236334234,0.222600974,0.01373326,-0.01373326
DDX19A,2.593635615,-2.593635615,0.009544692,0.009544692,1.171890432,-1.171890432,0.033519391,0.023508199,0.010011192,-0.010011192
DDX19B,0.504338618,-0.504338618,0.614066266,0.614066266,0.144966518,-0.144966518,0.014148611,0.012760106,0.001388505,-0.001388505
DDX20,2.589295111,-2.589295111,0.009662991,0.009662991,1.16959133,-1.16959133,0.021986931,0.01412726,0.007859671,-0.007859671
DDX21,2.452392594,-2.452392594,0.014257665,0.014257665,1.095061418,-1.095061418,0.313666008,0.28242362,0.031242387,-0.031242387
DDX23,3.931511048,-3.931511048,8.63E-05,8.63E-05,1.878032082,-1.878032082,0.054586198,0.035812587,0.018773611,-0.018773611
DDX24,5.20619726,-5.20619726,2.08E-07,2.08E-07,2.530815919,-2.530815919,0.393165982,0.322416274,0.070749708,-0.070749708
DDX27,4.776949878,-4.776949878,1.87E-06,1.87E-06,2.312702635,-2.312702635,0.104413,0.071823224,0.032589776,-0.032589776
DDX28,2.372624593,-2.372624593,0.017727187,0.017727187,1.051565191,-1.051565191,0.032273625,0.023241621,0.009032003,-0.009032003
DDX31,2.873199138,-2.873199138,0.004087742,0.004087742,1.322367642,-1.322367642,0.01118414,0.005468617,0.005715523,-0.005715523
DDX39A,3.218489159,-3.218489159,0.001304462,0.001304462,1.505206699,-1.505206699,0.133206276,0.106965598,0.026240678,-0.026240678
DDX39B,1.212413902,-1.212413902,0.225463922,0.225463922,0.376934535,-0.376934535,0.050004524,0.043826372,0.006178152,-0.006178152
DDX3X,5.966709453,-5.966709453,2.73E-09,2.73E-09,2.916124298,-2.916124298,0.218278944,0.157802773,0.060476171,-0.060476171
DDX3Y,-3.504940851,3.504940851,0.000465686,0.000465686,-1.655238333,1.655238333,0.052333549,0.074402656,-0.022069108,0.022069108
DDX41,4.106999794,-4.106999794,4.12E-05,4.12E-05,1.968777449,-1.968777449,0.061021106,0.039991488,0.021029618,-0.021029618
DDX42,2.545118468,-2.545118468,0.010978147,0.010978147,1.145561551,-1.145561551,0.055305517,0.042270078,0.013035438,-0.013035438
DDX43,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DDX46,3.005990965,-3.005990965,0.002672625,0.002672625,1.392727992,-1.392727992,0.190673884,0.16125704,0.029416844,-0.029416844
DDX47,2.422384293,-2.422384293,0.015477208,0.015477208,1.078829103,-1.078829103,0.019045357,0.012115248,0.00693011,-0.00693011
DDX49,3.703796379,-3.703796379,0.000216236,0.000216236,1.759716219,-1.759716219,0.054115676,0.036457445,0.01765823,-0.01765823
DDX5,-1.088546332,1.088546332,0.2764609,0.2764609,-0.29669379,0.29669379,1.009276596,1.029043585,-0.019766989,0.019766989
DDX50,1.185567699,-1.185567699,0.235899692,0.235899692,0.35977721,-0.35977721,0.067349212,0.060309661,0.007039551,-0.007039551
DDX51,1.4779902,-1.4779902,0.139520361,0.139520361,0.541238396,-0.541238396,0.01320537,0.009570079,0.003635291,-0.003635291
DDX52,2.009422432,-2.009422432,0.044590758,0.044590758,0.84986555,-0.84986555,0.060281086,0.049484129,0.010796957,-0.010796957
DDX54,2.281069774,-2.281069774,0.0226245,0.0226245,1.001166171,-1.001166171,0.078477426,0.063964315,0.014513111,-0.014513111
DDX55,-0.048641832,0.048641832,0.961208625,0.961208625,-0.882443529,0.882443529,0.026242963,0.026431648,-0.000188685,0.000188685
DDX56,2.524541793,-2.524541793,0.01164016,0.01164016,1.1344014,-1.1344014,0.047792619,0.035890025,0.011902594,-0.011902594
DDX58,4.243504147,-4.243504147,2.27E-05,2.27E-05,2.039190722,-2.039190722,0.062282053,0.040447206,0.021834848,-0.021834848
DDX59,2.352985121,-2.352985121,0.018689917,0.018689917,1.04079556,-1.04079556,0.031116812,0.022330185,0.008786627,-0.008786627
DDX6,1.25228243,-1.25228243,0.210584757,0.210584757,0.402196957,-0.402196957,0.232199339,0.218035626,0.014163712,-0.014163712
DDX60,1.65901272,-1.65901272,0.097232584,0.097232584,0.648741329,-0.648741329,0.070822283,0.060585148,0.010237135,-0.010237135
DDX60L,2.125299137,-2.125299137,0.033654042,0.033654042,0.914805644,-0.914805644,0.105077051,0.089115155,0.015961895,-0.015961895
DEAF1,3.56533344,-3.56533344,0.000368362,0.000368362,1.687767407,-1.687767407,0.020179273,0.010481516,0.009697757,-0.009697757
DECR1,3.51377985,-3.51377985,0.000449083,0.000449083,1.66031184,-1.66031184,0.140477841,0.111711919,0.028765923,-0.028765923
DECR2,-0.675409055,0.675409055,0.499502989,0.499502989,-0.000622911,0.000622911,0.000134749,0.000455718,-0.000320969,0.000320969
DEDD,4.376307362,-4.376307362,1.25E-05,1.25E-05,2.107611052,-2.107611052,0.05789877,0.036724023,0.021174747,-0.021174747
DEDD2,2.121675651,-2.121675651,0.033958207,0.033958207,0.912780505,-0.912780505,0.086170866,0.07216724,0.014003626,-0.014003626
DEF6,4.256683641,-4.256683641,2.15E-05,2.15E-05,2.045596486,-2.045596486,0.145306335,0.109854782,0.035451553,-0.035451553
DEF8,2.97313179,-2.97313179,0.002973562,0.002973562,1.375341277,-1.375341277,0.080318113,0.061909129,0.018408984,-0.018408984
DEFB1,6.734993507,-6.734993507,1.78E-11,1.78E-11,3.310643979,-3.310643979,0.014799676,0.00227859,0.012521086,-0.012521086
DEGS1,1.769430817,-1.769430817,0.0769379,0.0769379,0.712987081,-0.712987081,0.088372639,0.076457842,0.011914797,-0.011914797
DEGS2,1,-1,0.317357554,0.317357554,0.237550414,-0.237550414,0.000134749,0,0.000134749,-0.000134749
DEK,4.310437989,-4.310437989,1.69E-05,1.69E-05,2.072999687,-2.072999687,0.379669227,0.321798546,0.057870681,-0.057870681
DELE1,3.580896106,-3.580896106,0.000348317,0.000348317,1.695450323,-1.695450323,0.071165334,0.050481913,0.020683422,-0.020683422
DENND1A,2.684891024,-2.684891024,0.007297419,0.007297419,1.221139806,-1.221139806,0.044525623,0.032433421,0.012092202,-0.012092202
DENND1B,4.490055036,-4.490055036,7.38E-06,7.38E-06,2.166188081,-2.166188081,0.044906971,0.026053368,0.018853604,-0.018853604
DENND1C,3.421947602,-3.421947602,0.000630793,0.000630793,1.612288935,-1.612288935,0.088225344,0.066053765,0.022171579,-0.022171579
DENND2C,NA,NA,NA,NA,NA,NA,0,0,0,0
DENND2D,1.566719668,-1.566719668,0.117298831,0.117298831,0.594299297,-0.594299297,0.098171884,0.086604251,0.011567633,-0.011567633
DENND3,2.060865155,-2.060865155,0.039411321,0.039411321,0.878779299,-0.878779299,0.065900005,0.053964614,0.011935391,-0.011935391
DENND4A,1.564541228,-1.564541228,0.117810203,0.117810203,0.593002398,-0.593002398,0.061715332,0.052906469,0.008808862,-0.008808862
