id,degree_.NonSevere,degree_.Severe,t_NonSevere,t_Severe,pval_NonSevere,pval_Severe,Z_NonSevere,Z_Severe,MeanAct.Aim_NonSevere,MeanAct.Aim_Severe,log2FC.MeanAct.Aim_NonSevere,log2FC.MeanAct.Aim_Severe
MX2.TF,9,13,54.43719141,-54.43719141,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.90818266,0.21586137,0.69232129,-0.69232129
MXD1.TF,3,21,54.04449689,-54.04449689,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.79689072,-0.049692643,0.846583362,-0.846583362
MXD3.TF,5,54,-29.16031336,29.16031336,4.12E-171,4.12E-171,-13.92979933,13.92979933,-0.256124079,-0.175174477,-0.080949602,0.080949602
MXD4.TF,2,44,59.62845656,-59.62845656,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.86708232,-0.160317018,1.027399338,-1.027399338
MXI1.TF,28,53,-45.26914258,45.26914258,2.33E-308,2.33E-308,-18.75909915,18.75909915,-0.264307221,-0.154249326,-0.110057895,0.110057895
MXRA7.TF,36,55,-28.89112196,28.89112196,8.44E-158,8.44E-158,-13.3691597,13.3691597,-0.24451332,-0.18482657,-0.05968675,0.05968675
MXRA8.TF,29,59,-27.35764113,27.35764113,1.33E-144,1.33E-144,-12.78920354,12.78920354,-0.239212798,-0.178883407,-0.060329391,0.060329391
MYADM.TF,8,17,39.3932087,-39.3932087,1.87E-269,1.87E-269,17.52562703,-17.52562703,1.160735349,0.477885604,0.682849745,-0.682849745
MYB.TF,29,59,-28.35554819,28.35554819,2.15E-154,2.15E-154,-13.22191749,13.22191749,-0.24695922,-0.188571349,-0.058387871,0.058387871
MYBBP1A.TF,15,53,-30.94916827,30.94916827,5.23E-182,5.23E-182,-14.37249369,14.37249369,-0.237520431,-0.153768804,-0.083751627,0.083751627
MYBL1.TF,14,56,95.20298057,-95.20298057,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.61433461,-0.163052199,0.77738681,-0.77738681
MYBL2.TF,35,67,-38.88451466,38.88451466,6.54E-255,6.54E-255,-17.04160613,17.04160613,-0.251861158,-0.167415659,-0.084445499,0.084445499
MYBPC3.TF,32,48,-33.5004742,33.5004742,2.86E-198,2.86E-198,-15.00901057,15.00901057,-0.250456761,-0.170721772,-0.079734989,0.079734989
MYC.TF,5,16,5.591241062,-5.591241062,2.40E-08,2.40E-08,2.729416012,-2.729416012,0.723187956,0.633246745,0.089941211,-0.089941211
MYCBP.TF,11,56,-33.95866392,33.95866392,6.03E-213,6.03E-213,-15.56110242,15.56110242,-0.258486492,-0.176290518,-0.082195974,0.082195974
MYCBP2.TF,8,16,78.09595963,-78.09595963,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.46368563,0.395402275,1.068283355,-1.068283355
MYCBPAP.TF,37,NA,NA,NA,NA,NA,NA,NA,-0.245560806,NA,NA,NA
MYCL.TF,36,55,-26.45295622,26.45295622,1.59E-135,1.59E-135,-12.37444606,12.37444606,-0.250089815,-0.197564439,-0.052525376,0.052525376
MYCT1.TF,32,NA,NA,NA,NA,NA,NA,NA,-0.245515244,NA,NA,NA
MYD88.TF,3,9,1.75428903,-1.75428903,0.079458296,0.079458296,0.704362343,-0.704362343,0.831487584,0.796042894,0.03544469,-0.03544469
MYDGF.TF,11,15,32.12741116,-32.12741116,1.86E-195,1.86E-195,14.90084594,-14.90084594,1.670769507,1.123901024,0.546868483,-0.546868483
MYEF2.TF,36,63,-29.60293109,29.60293109,1.66E-165,1.66E-165,-13.69654377,13.69654377,-0.245566063,-0.186663061,-0.058903002,0.058903002
MYEOV.TF,47,46,-36.32324928,36.32324928,1.52E-221,1.52E-221,-15.87571404,15.87571404,-0.256257051,-0.173113626,-0.083143425,0.083143425
MYH11.TF,32,57,-29.14786218,29.14786218,2.91E-161,2.91E-161,-13.51719572,13.51719572,-0.234247378,-0.167023515,-0.067223863,0.067223863
MYH3.TF,22,58,-34.90043594,34.90043594,4.29E-215,4.29E-215,-15.64027578,15.64027578,-0.260374024,-0.186096384,-0.07427764,0.07427764
MYH7B.TF,38,63,-34.57606921,34.57606921,1.51E-212,1.51E-212,-15.54637623,15.54637623,-0.235433589,-0.158095645,-0.077337944,0.077337944
MYH9.TF,30,97,19.18655554,-19.18655554,1.34E-78,1.34E-78,9.366410094,-9.366410094,1.704519918,1.531998692,0.172521226,-0.172521226
MYL12A.TF,14,46,15.55579728,-15.55579728,6.90E-53,6.90E-53,7.630774516,-7.630774516,3.071841947,2.870584826,0.201257121,-0.201257121
MYL12B.TF,34,221,87.67418825,-87.67418825,0.00E+00,0.00E+00,18.75968967,-18.75968967,2.559391742,1.839525758,0.719865984,-0.719865984
MYL5.TF,38,48,-31.23923115,31.23923115,4.81E-177,4.81E-177,-14.17254863,14.17254863,-0.256649895,-0.191095313,-0.065554582,0.065554582
MYL6.TF,21,37,1.184648534,-1.184648534,0.236260824,0.236260824,0.359191109,-0.359191109,3.281805364,3.263488073,0.018317292,-0.018317292
MYL6B.TF,3,39,-28.21431957,28.21431957,1.93E-162,1.93E-162,-13.5672081,13.5672081,-0.248230613,-0.136631012,-0.111599602,0.111599602
MYL9.TF,53,54,-1.463941332,1.463941332,0.143259888,0.143259888,-0.532893681,0.532893681,-0.183599921,-0.178887387,-0.004712534,0.004712534
MYLIP.TF,5,38,93.44265976,-93.44265976,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.12111246,-0.078305856,1.199418316,-1.199418316
MYLK-AS1.TF,37,67,-30.0442314,30.0442314,3.73E-170,3.73E-170,-13.89026518,13.89026518,-0.234899614,-0.172138404,-0.06276121,0.06276121
MYLK.TF,29,51,-45.26817066,45.26817066,5.29E-306,5.29E-306,-18.68668605,18.68668605,-0.264301144,-0.154423451,-0.109877693,0.109877693
MYLPF.TF,27,60,-30.85057848,30.85057848,1.00E-176,1.00E-176,-14.15958474,14.15958474,-0.254957855,-0.191041376,-0.063916478,0.063916478
MYNN.TF,13,53,-35.18778694,35.18778694,5.21E-225,5.21E-225,-16.00070479,16.00070479,-0.260399966,-0.182135033,-0.078264934,0.078264934
MYO10.TF,30,64,-17.22001887,17.22001887,1.57E-63,1.57E-63,-8.392484042,8.392484042,-0.215958941,-0.17667688,-0.039282061,0.039282061
MYO15A.TF,29,66,-38.95589187,38.95589187,1.91E-259,1.91E-259,-17.19393844,17.19393844,-0.245237096,-0.158943674,-0.086293422,0.086293422
MYO15B.TF,14,49,-30.81216704,30.81216704,2.63E-180,2.63E-180,-14.30425263,14.30425263,-0.245505078,-0.163713091,-0.081791987,0.081791987
MYO16.TF,30,NA,NA,NA,NA,NA,NA,NA,-0.265672275,NA,NA,NA
MYO18A.TF,19,66,-37.73997136,37.73997136,7.99E-251,7.99E-251,-16.90311272,16.90311272,-0.248231562,-0.16165671,-0.086574852,0.086574852
MYO19.TF,42,47,-25.57511923,25.57511923,3.62E-126,3.62E-126,-11.93199516,11.93199516,-0.249137458,-0.191378581,-0.057758877,0.057758877
MYO1A.TF,32,54,-24.96422507,24.96422507,1.25E-123,1.25E-123,-11.80917124,11.80917124,-0.236653828,-0.182532266,-0.054121563,0.054121563
MYO1B.TF,29,50,-33.19866707,33.19866707,3.62E-196,3.62E-196,-14.92824278,14.92824278,-0.254529845,-0.179859771,-0.074670074,0.074670074
MYO1C.TF,33,54,-32.14999166,32.14999166,5.59E-188,5.59E-188,-14.60943113,14.60943113,-0.234836263,-0.156872141,-0.077964122,0.077964122
MYO1D.TF,28,56,-13.45748208,13.45748208,3.41E-40,3.41E-40,-6.609444881,6.609444881,-0.230999572,-0.202279287,-0.028720285,0.028720285
MYO1E.TF,31,53,-31.43963562,31.43963562,1.14E-179,1.14E-179,-14.27862656,14.27862656,-0.249594171,-0.176300912,-0.073293259,0.073293259
MYO1F.TF,26,39,-39.7600026,39.7600026,6.55E-285,6.55E-285,-18.02570659,18.02570659,0.936813325,1.373941056,-0.437127731,0.437127731
MYO1G.TF,24,21,-69.51960636,69.51960636,0.00E+00,0.00E+00,-18.75968967,18.75968967,0.711803614,1.643131527,-0.931327913,0.931327913
MYO3B.TF,33,56,-37.06678707,37.06678707,1.48E-235,1.48E-235,-16.3753817,16.3753817,-0.249097928,-0.166898142,-0.082199786,0.082199786
MYO5A.TF,5,41,-18.56442048,18.56442048,1.52E-74,1.52E-74,-9.114479504,9.114479504,-0.232710769,-0.165636386,-0.067074383,0.067074383
MYO5C.TF,32,53,-39.27570081,39.27570081,2.53E-251,2.53E-251,-16.92008017,16.92008017,-0.248597638,-0.147211782,-0.101385856,0.101385856
MYO6.TF,30,48,-27.34317247,27.34317247,2.39E-143,2.39E-143,-12.73261066,12.73261066,-0.251420239,-0.191635327,-0.059784913,0.059784913
MYO7A.TF,33,50,-35.47471022,35.47471022,5.88E-217,5.88E-217,-15.70863659,15.70863659,-0.246804909,-0.159181792,-0.087623116,0.087623116
MYO7B.TF,27,65,-24.27519185,24.27519185,6.14E-119,6.14E-119,-11.5786423,11.5786423,-0.238865659,-0.188994889,-0.04987077,0.04987077
MYO9A.TF,19,65,-31.07032939,31.07032939,1.93E-185,1.93E-185,-14.50921367,14.50921367,-0.24328508,-0.173403967,-0.069881113,0.069881113
MYO9B.TF,6,20,82.50990285,-82.50990285,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.272953643,0.121127512,1.151826131,-1.151826131
MYOF.TF,6,20,42.36858493,-42.36858493,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.443531374,-0.103047531,0.546578904,-0.546578904
MYOM1.TF,29,49,-22.58557265,22.58557265,5.09E-103,5.09E-103,-10.75986048,10.75986048,-0.239767237,-0.188711761,-0.051055476,0.051055476
MYOM2.TF,20,50,32.08217607,-32.08217607,4.34E-210,4.34E-210,15.45515765,-15.45515765,-0.003440112,-0.158794823,0.155354711,-0.155354711
MYOT.TF,38,47,-31.38837093,31.38837093,6.66E-179,6.66E-179,-14.24775971,14.24775971,-0.234908908,-0.157402534,-0.077506374,0.077506374
MYPOP.TF,25,68,-30.67162507,30.67162507,1.89E-178,1.89E-178,-14.22947248,14.22947248,-0.250570614,-0.189579292,-0.060991322,0.060991322
MYRF.TF,27,58,-35.83057472,35.83057472,7.15E-224,7.15E-224,-15.95977777,15.95977777,-0.258077931,-0.182573491,-0.075504441,0.075504441
MYSM1.TF,11,65,18.91705852,-18.91705852,9.98E-78,9.98E-78,9.312740135,-9.312740135,-0.108185439,-0.174169449,0.065984009,-0.065984009
MYT1.TF,31,NA,NA,NA,NA,NA,NA,NA,-0.245982415,NA,NA,NA
MZB1.TF,15,71,111.0281843,-111.0281843,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.497625638,-0.14287064,0.640496278,-0.640496278
MZF1-AS1.TF,30,60,-25.19713341,25.19713341,3.94E-126,3.94E-126,-11.93022852,11.93022852,-0.231157261,-0.175939827,-0.055217433,0.055217433
MZF1.TF,12,62,-40.30435618,40.30435618,1.18E-278,1.18E-278,-17.82499588,17.82499588,-0.262572956,-0.170288798,-0.092284158,0.092284158
MZT1.TF,2,51,63.66040584,-63.66040584,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.032929499,-0.130705335,1.163634834,-1.163634834
MZT2A.TF,5,9,44.27238533,-44.27238533,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.320566811,0.50608288,0.814483931,-0.814483931
MZT2B.TF,7,17,20.70575719,-20.70575719,6.29E-91,6.29E-91,10.09379336,-10.09379336,1.095953771,0.767845419,0.328108352,-0.328108352
N4BP1.TF,NA,43,NA,NA,NA,NA,NA,NA,NA,-0.163595498,NA,NA
N4BP2.TF,5,47,-26.96650892,26.96650892,7.20E-148,7.20E-148,-12.93513069,12.93513069,-0.251759713,-0.168461488,-0.083298225,0.083298225
N4BP2L1.TF,2,35,56.37722879,-56.37722879,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.980901031,-0.044306021,1.025207052,-1.025207052
N4BP2L2.TF,8,10,21.66744442,-21.66744442,5.71E-97,5.71E-97,10.43189255,-10.43189255,1.21973287,0.854926001,0.364806869,-0.364806869
N4BP3.TF,42,76,-30.7752299,30.7752299,2.59E-177,2.59E-177,-14.18344696,14.18344696,-0.246841114,-0.190457948,-0.056383167,0.056383167
N6AMT1.TF,31,74,-44.2786321,44.2786321,0.00E+00,0.00E+00,-18.78424417,18.78424417,-0.254154001,-0.160984217,-0.093169784,0.093169784
NAA10.TF,NA,49,NA,NA,NA,NA,NA,NA,NA,-0.147589683,NA,NA
NAA15.TF,NA,44,NA,NA,NA,NA,NA,NA,NA,-0.167616157,NA,NA
NAA16.TF,2,52,1.253482753,-1.253482753,0.210078272,0.210078272,0.403074845,-0.403074845,-0.172687148,-0.180538548,0.0078514,-0.0078514
NAA20.TF,7,6,58.32739951,-58.32739951,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.971143668,0.085745648,0.88539802,-0.88539802
NAA25.TF,8,41,-21.58007756,21.58007756,1.44E-97,1.44E-97,-10.46473502,10.46473502,-0.244302437,-0.183221269,-0.061081168,0.061081168
NAA30.TF,22,74,-38.81913687,38.81913687,1.03E-264,1.03E-264,-17.36928124,17.36928124,-0.251811536,-0.171913859,-0.079897677,0.079897677
NAA35.TF,23,70,-36.64576117,36.64576117,1.39E-240,1.39E-240,-16.55100647,16.55100647,-0.251707161,-0.177625954,-0.074081207,0.074081207
NAA38.TF,15,35,-6.255439415,6.255439415,4.49E-10,4.49E-10,-3.063224926,3.063224926,1.441521966,1.526318291,-0.084796326,0.084796326
NAA40.TF,20,69,-19.66023122,19.66023122,2.74E-82,2.74E-82,-9.58976449,9.58976449,-0.215779453,-0.168141446,-0.047638007,0.047638007
NAA50.TF,NA,18,NA,NA,NA,NA,NA,NA,NA,-0.099872205,NA,NA
NAA60.TF,NA,37,NA,NA,NA,NA,NA,NA,NA,-0.187005185,NA,NA
NAA80.TF,34,68,-42.02105673,42.02105673,1.99E-288,1.99E-288,-18.13762012,18.13762012,-0.246208352,-0.154156131,-0.092052221,0.092052221
NAAA.TF,7,11,15.93077444,-15.93077444,2.29E-55,2.29E-55,7.814835354,-7.814835354,1.472426781,1.196079443,0.276347338,-0.276347338
NAALAD2.TF,38,60,-22.00686541,22.00686541,4.20E-99,4.20E-99,-10.54871669,10.54871669,-0.21481665,-0.1642647,-0.05055195,0.05055195
NAALADL1.TF,12,75,-43.16470648,43.16470648,1.63041663127611e-321,1.63041663127611e-321,-19.15822906,19.15822906,-0.25851078,-0.166080863,-0.092429918,0.092429918
NAB1.TF,26,61,-36.46803833,36.46803833,2.82E-231,2.82E-231,-16.22438655,16.22438655,-0.251431865,-0.170940189,-0.080491676,0.080491676
NAB2.TF,19,47,-29.07500915,29.07500915,6.49E-160,6.49E-160,-13.45976458,13.45976458,-0.256235228,-0.187912443,-0.068322784,0.068322784
NABP1.TF,7,49,-48.99689981,48.99689981,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280245471,-0.168236268,-0.112009203,0.112009203
NABP2.TF,NA,26,NA,NA,NA,NA,NA,NA,NA,-0.097822859,NA,NA
NACA.TF,25,21,27.01636576,-27.01636576,4.69E-144,4.69E-144,12.76452322,-12.76452322,3.701844018,3.281897305,0.419946713,-0.419946713
NACA2.TF,38,63,-26.15277493,26.15277493,1.61E-133,1.61E-133,-12.28096933,12.28096933,-0.237693591,-0.181861518,-0.055832074,0.055832074
NACAD.TF,30,47,-16.75835125,16.75835125,4.01E-60,4.01E-60,-8.156365839,8.156365839,-0.225341303,-0.186621886,-0.038719416,0.038719416
NACC1.TF,15,63,-27.92676092,27.92676092,1.94E-154,1.94E-154,-13.22383332,13.22383332,-0.249616869,-0.187502283,-0.062114586,0.062114586
NACC2.TF,6,41,44.88298196,-44.88298196,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.49860054,-0.107179867,0.605780407,-0.605780407
NADK.TF,4,18,-28.99478427,28.99478427,2.58E-172,2.58E-172,-13.97934401,13.97934401,0.539033158,0.969570458,-0.430537299,0.430537299
NADK2.TF,35,57,-22.75975507,22.75975507,8.31E-105,8.31E-105,-10.85484743,10.85484743,-0.249245924,-0.207061478,-0.042184447,0.042184447
NADSYN1.TF,4,10,65.4957632,-65.4957632,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.134524558,0.06752167,1.067002888,-1.067002888
NAE1.TF,6,45,130.042533,-130.042533,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.233377107,-0.05112515,1.284502257,-1.284502257
NAF1.TF,16,49,-37.60825438,37.60825438,1.59E-241,1.59E-241,-16.58371381,16.58371381,-0.260436025,-0.167772671,-0.092663354,0.092663354
NAGA.TF,NA,36,NA,NA,NA,NA,NA,NA,NA,-0.148283035,NA,NA
NAGK.TF,NA,18,NA,NA,NA,NA,NA,NA,NA,0.211335907,NA,NA
NAGLU.TF,25,54,-22.17107396,22.17107396,1.84E-100,1.84E-100,-10.62247043,10.62247043,-0.245199709,-0.199112968,-0.046086741,0.046086741
NAGPA.TF,4,62,81.67190578,-81.67190578,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.720442967,-0.194414378,0.914857345,-0.914857345
NAGS.TF,25,53,-32.35358207,32.35358207,8.93E-191,8.93E-191,-14.71907498,14.71907498,-0.25088742,-0.177398084,-0.073489337,0.073489337
NAIF1.TF,39,68,-28.83730107,28.83730107,4.91E-158,4.91E-158,-13.37926302,13.37926302,-0.234398019,-0.174048972,-0.060349047,0.060349047
NAIP.TF,11,25,8.823100486,-8.823100486,1.97E-18,1.97E-18,4.34011218,-4.34011218,0.860889908,0.695173808,0.165716099,-0.165716099
NALT1.TF,40,55,-34.08284935,34.08284935,1.80E-205,1.80E-205,-15.28238958,15.28238958,-0.24275877,-0.168452987,-0.074305783,0.074305783
NAMPT.TF,19,21,-19.35605791,19.35605791,1.88E-79,1.88E-79,-9.418417953,9.418417953,0.867568518,1.148423448,-0.280854929,0.280854929
NANOS3.TF,39,66,-41.5339259,41.5339259,1.70E-280,1.70E-280,-17.8843077,17.8843077,-0.252751726,-0.166005271,-0.086746455,0.086746455
NANP.TF,34,44,-32.11676849,32.11676849,1.19E-183,1.19E-183,-14.43805475,14.43805475,-0.252825003,-0.175680783,-0.07714422,0.07714422
NANS.TF,2,16,65.20084776,-65.20084776,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.169863343,-0.07752097,1.247384313,-1.247384313
NAP1L1.TF,9,25,-2.960477675,2.960477675,0.00309124,0.00309124,-1.368971492,1.368971492,1.877845534,1.925047869,-0.047202334,0.047202334
NAP1L2.TF,47,42,-24.37570435,24.37570435,1.70E-115,1.70E-115,-11.40651994,11.40651994,-0.235878094,-0.175761611,-0.060116483,0.060116483
NAP1L3.TF,30,53,-28.4796251,28.4796251,1.59E-154,1.59E-154,-13.22765166,13.22765166,-0.245404368,-0.182098055,-0.063306313,0.063306313
NAP1L4.TF,5,15,96.52789379,-96.52789379,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.334291029,-0.004930787,1.339221816,-1.339221816
NAP1L5.TF,29,54,-33.70187456,33.70187456,2.09E-203,2.09E-203,-15.20446634,15.20446634,-0.248817658,-0.173674454,-0.075143204,0.075143204
NAPA-AS1.TF,28,42,-38.09967315,38.09967315,7.75E-239,7.75E-239,-16.49022133,16.49022133,-0.262717182,-0.170101651,-0.092615531,0.092615531
NAPA.TF,15,12,15.56111955,-15.56111955,4.31E-52,4.31E-52,7.570755209,-7.570755209,1.22843099,0.981458247,0.246972743,-0.246972743
NAPB.TF,37,54,-40.23427567,40.23427567,6.03E-260,6.03E-260,-17.21071842,17.21071842,-0.261234757,-0.170037113,-0.091197644,0.091197644
NAPEPLD.TF,34,68,-30.73132604,30.73132604,1.32E-176,1.32E-176,-14.15475565,14.15475565,-0.246235103,-0.185326011,-0.060909092,0.060909092
NAPG.TF,NA,42,NA,NA,NA,NA,NA,NA,NA,-0.162245915,NA,NA
NAPRT.TF,3,23,30.44010645,-30.44010645,1.37E-189,1.37E-189,14.67271888,-14.67271888,1.089962449,0.53509597,0.554866479,-0.554866479
NAPSA.TF,2,49,27.82211853,-27.82211853,8.45E-160,8.45E-160,13.4548595,-13.4548595,0.212751735,-0.139726383,0.352478119,-0.352478119
NARF.TF,NA,25,NA,NA,NA,NA,NA,NA,NA,-0.044598344,NA,NA
NARFL.TF,7,55,-40.04901061,40.04901061,1.64E-274,1.64E-274,-17.69074955,17.69074955,-0.270276212,-0.179120132,-0.09115608,0.09115608
NARS.TF,3,22,76.91504917,-76.91504917,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.977424321,-0.170835359,1.148259679,-1.148259679
NARS2.TF,20,50,-35.50205461,35.50205461,8.70E-219,8.70E-219,-15.77548076,15.77548076,-0.267740916,-0.194814051,-0.072926866,0.072926866
NASP.TF,5,11,78.74070261,-78.74070261,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.25879058,0.086899687,1.171890894,-1.171890894
NAT1.TF,42,59,-38.01040794,38.01040794,9.95E-240,9.95E-240,-16.52128224,16.52128224,-0.249985593,-0.162978467,-0.087007126,0.087007126
NAT10.TF,37,60,-26.51429001,26.51429001,7.60E-137,7.60E-137,-12.43566746,12.43566746,-0.249353707,-0.198013774,-0.051339934,0.051339934
NAT14.TF,31,63,-29.47479856,29.47479856,1.23E-165,1.23E-165,-13.70200034,13.70200034,-0.230814367,-0.16286475,-0.067949618,0.067949618
NAT9.TF,7,37,-30.28669254,30.28669254,5.54E-177,5.54E-177,-14.17007319,14.17007319,-0.254941278,-0.165607959,-0.08933332,0.08933332
NATD1.TF,35,46,-38.80403414,38.80403414,1.86E-246,1.86E-246,-16.75390039,16.75390039,-0.254323391,-0.158512655,-0.095810737,0.095810737
NAV1.TF,36,72,-40.66826824,40.66826824,4.48E-276,4.48E-276,-17.74155296,17.74155296,-0.249427983,-0.16751153,-0.081916453,0.081916453
NAXD.TF,24,56,-33.98258516,33.98258516,4.19E-208,4.19E-208,-15.38111856,15.38111856,-0.260337308,-0.19334697,-0.066990337,0.066990337
NAXE.TF,7,8,23.46391568,-23.46391568,5.16E-112,5.16E-112,11.22978586,-11.22978586,1.042967523,0.623721212,0.419246311,-0.419246311
NBAS.TF,10,52,-35.07225672,35.07225672,1.01E-222,1.01E-222,-15.91833536,15.91833536,-0.261370506,-0.174993727,-0.086376779,0.086376779
NBDY.TF,4,8,17.50465867,-17.50465867,3.18E-66,3.18E-66,8.57465565,-8.57465565,0.803207042,0.487233405,0.315973637,-0.315973637
NBEA.TF,31,53,-37.86672403,37.86672403,3.79E-241,3.79E-241,-16.57061016,16.57061016,-0.25849754,-0.174497659,-0.083999881,0.083999881
NBEAL1.TF,NA,40,NA,NA,NA,NA,NA,NA,NA,-0.116873853,NA,NA
NBEAL2.TF,NA,39,NA,NA,NA,NA,NA,NA,NA,-0.182207395,NA,NA
NBL1.TF,37,67,-38.89269294,38.89269294,6.17E-254,6.17E-254,-17.00867229,17.00867229,-0.246491516,-0.163371871,-0.083119645,0.083119645
NBN.TF,NA,25,NA,NA,NA,NA,NA,NA,NA,-0.123584835,NA,NA
NBPF1.TF,29,52,-33.6214899,33.6214899,5.47E-202,5.47E-202,-15.15078229,15.15078229,-0.252522393,-0.176602501,-0.075919892,0.075919892
NBPF10.TF,NA,50,NA,NA,NA,NA,NA,NA,NA,-0.14976912,NA,NA
NBPF11.TF,17,38,-31.33715865,31.33715865,1.66E-179,1.66E-179,-14.27207107,14.27207107,-0.25359332,-0.168809783,-0.084783537,0.084783537
NBPF12.TF,27,57,-28.24726081,28.24726081,3.04E-153,3.04E-153,-13.17175827,13.17175827,-0.233654136,-0.166163927,-0.067490209,0.067490209
NBPF14.TF,5,13,52.26665694,-52.26665694,0.00E+00,0.00E+00,18.75968967,-18.75968967,1.275206427,0.511360408,0.763846019,-0.763846019
NBPF15.TF,20,53,-22.54279336,22.54279336,1.38E-104,1.38E-104,-10.84324811,10.84324811,-0.235668971,-0.182125524,-0.053543447,0.053543447
NBPF19.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.159723352,NA,NA
NBPF20.TF,27,58,-33.44720447,33.44720447,1.64E-203,1.64E-203,-15.20846343,15.20846343,-0.258619035,-0.193894399,-0.064724636,0.064724636
NBPF26.TF,NA,53,NA,NA,NA,NA,NA,NA,NA,-0.162535569,NA,NA
NBPF3.TF,34,56,-31.2794449,31.2794449,7.27E-180,7.27E-180,-14.28650977,14.28650977,-0.241079605,-0.170494081,-0.070585524,0.070585524
NBPF9.TF,27,58,-38.5702379,38.5702379,9.42E-251,9.42E-251,-16.90067721,16.90067721,-0.25754663,-0.175092433,-0.082454197,0.082454197
NBR1.TF,2,39,40.64570028,-40.64570028,1.87944765329478e-316,1.87944765329478e-316,19.005636,-19.005636,0.424712136,-0.137298248,0.562010384,-0.562010384
NCALD.TF,23,49,-14.60585608,14.60585608,9.19E-47,9.19E-47,-7.15605778,7.15605778,-0.212615449,-0.175190299,-0.03742515,0.03742515
NCAM1.TF,29,63,19.28034637,-19.28034637,2.13E-80,2.13E-80,9.476004783,-9.476004783,-0.120314045,-0.179177715,0.05886367,-0.05886367
NCAM2.TF,25,NA,NA,NA,NA,NA,NA,NA,-0.265076453,NA,NA,NA
NCAPD2.TF,11,37,-25.90043876,25.90043876,8.00E-133,8.00E-133,-12.24836098,12.24836098,-0.251960047,-0.181293434,-0.070666613,0.070666613
NCAPD3.TF,18,59,-28.25476408,28.25476408,3.23E-156,3.23E-156,-13.30090592,13.30090592,-0.245886996,-0.181774485,-0.064112511,0.064112511
NCAPG.TF,37,52,-32.64340349,32.64340349,9.54E-192,9.54E-192,-14.756966,14.756966,-0.24399563,-0.170430635,-0.073564995,0.073564995
NCAPG2.TF,24,60,-29.79814187,29.79814187,9.28E-169,9.28E-169,-13.83236453,13.83236453,-0.239656901,-0.170081737,-0.069575164,0.069575164
NCAPH.TF,27,54,-40.3886105,40.3886105,2.13E-266,2.13E-266,-17.42502331,17.42502331,-0.250372477,-0.15040954,-0.099962937,0.099962937
NCAPH2.TF,6,45,-24.68378853,24.68378853,2.26E-126,2.26E-126,-11.94187873,11.94187873,-0.237578807,-0.157268096,-0.080310711,0.080310711
NCBP1.TF,4,55,-51.90750866,51.90750866,0.00E+00,0.00E+00,-18.75968967,18.75968967,-0.280601715,-0.172227729,-0.108373986,0.108373986
NCBP2-AS1.TF,40,55,-26.6253482,26.6253482,3.72E-137,3.72E-137,-12.44998923,12.44998923,-0.238667737,-0.182566183,-0.056101554,0.056101554
NCBP2-AS2.TF,8,22,15.83686209,-15.83686209,6.63E-55,6.63E-55,7.780813537,-7.780813537,0.964052977,0.744293688,0.219759289,-0.219759289
NCBP2.TF,NA,23,NA,NA,NA,NA,NA,NA,NA,-0.105764107,NA,NA
NCBP3.TF,NA,47,NA,NA,NA,NA,NA,NA,NA,-0.177271148,NA,NA
NCDN.TF,23,53,-37.32537874,37.32537874,1.32E-241,1.32E-241,-16.5864959,16.5864959,-0.244838487,-0.153939636,-0.090898851,0.090898851
NCEH1.TF,38,57,-25.83383237,25.83383237,7.32E-130,7.32E-130,-12.10862958,12.10862958,-0.240216921,-0.18441587,-0.055801051,0.055801051
NCF1.TF,10,16,24.59337737,-24.59337737,1.91E-122,1.91E-122,11.75140535,-11.75140535,1.929761625,1.552244112,0.377517512,-0.377517512
NCF2.TF,74,72,-23.09709347,23.09709347,1.31E-108,1.31E-108,-11.05416197,11.05416197,0.390983015,0.725115385,-0.33413237,0.33413237
NCF4.TF,4,20,41.5451698,-41.5451698,0.00E+00,0.00E+00,18.75968967,-18.75968967,0.968729208,0.343566477,0.625162731,-0.625162731
NCK1-DT.TF,26,46,-30.55362128,30.55362128,1.79E-172,1.79E-172,-13.98588419,13.98588419,-0.25028497,-0.17747913,-0.07280584,0.07280584
